,accountid,key,quantity
44471,6951869,DP24_Nhungbonghongphiasaucactayvotp,3
44472,6951869,LYS002161371,2
44473,6951869,LYS005228795,1
44474,6951869,LYS013619193,2
44475,6951869,cacclbcotenkylap,1
44476,6951869,giaobongkickserverphan1p,1
44477,6951872,pitchblackp,2
44478,6951873,LYS005228795,1
44479,6951879,LYS002171878,1
44480,6951880,holyflameofthemartialworldp,1
44481,6951881,LYS002171883,3
44482,6951886,LYS002161371,1
44483,6951886,LYS002171878,13
44484,6951887,DP6_NhungbansaocuacauthuvaHLVp,1
44485,6951887,LYS002171878,2
44486,6951887,LYS005294306,1
44487,6951887,LYS013991712,1
44488,6951887,LYS014067469,1
44489,6951887,boffestival21p,1
44490,6951887,casitoctienp,1
44491,6951887,neymarp,1
44492,6951887,sancochunhatso3p,1
44493,6951887,sancochunhatso4p,1
44494,6951887,tap23kytucxap,1
44495,6951887,tapchiclbvidainottinghamforesp,1
44496,6951887,tapchiderbybrazilvsargentinap,1
44497,6951888,fanhammocuongnhietp,1
44498,6951890,LYS003482908,1
44499,6951894,LYS002161371,1
44500,6951894,LYS002171878,6
44501,6951894,LYS008644232,4
44502,6951894,thuthachduongphoso73p,1
44503,6951904,360crossoverp,1
44504,6951904,thuthachduongphoso74p,1
44505,6951907,LYS002161371,1
44506,6951907,LYS002171878,5
44507,6951907,LYS003482908,4
44508,6951907,LYS005228795,7
44509,6951907,LYS005294306,1
44510,6951907,SuQuyenRuChetNguoi1p,1
44511,6951907,gapnhaucuoinam2017p,1
44512,6951911,LYS002171878,1
44513,6951911,LYS005294306,1
44514,6951911,nhogapnganlannguyenphihungp,2
44515,6951911,phantichtrandaugiuahaglflcthanhhoap,1
44516,6951917,toamgioluatap35p,1
44517,6951918,todongvuongvantap20p,1
44518,6951921,LYS011762739,1
44519,6951921,LYS011784537,1
44520,6951927,LYS012152930,1
44521,6951930,LYS002171878,8
44522,6951930,LYS002171883,2
44523,6951930,LYS008644232,4
44524,6951930,nhungduongcongnongbongp,1
44525,6951930,wheninromep,1
44526,6951932,LYS002161371,3
44527,6951932,LYS002171878,6
44528,6951936,LYS002171878,2
44529,6951936,giotnuocmatlaplanhnhatkimanhp,1
44530,6951943,bietthupenseetap15p,1
44531,6951943,chiendichscroogedp,1
44532,6951943,dienvienlanphuongp,1
44533,6951943,lamdepso1p,1
44534,6951943,mrscop1p,2
44535,6951943,nhungdieucanbietvethutinhongnghiemp,1
44536,6951943,nhungduongcongnongbongp,1
44537,6951943,noitambianp,1
44538,6951943,sieusaotainangnhi1_2p,1
44539,6951943,thequeenofthesouth1p,4
44540,6951944,LYS002171878,2
44541,6951945,LYS011784537,1
44542,6951946,LYS002161371,1
44543,6951946,LYS002171878,4
44544,6951946,LYS003482908,2
44545,6951946,ThoiDaiHoangKimP4_1p,1
44546,6951946,killerconstablep,1
44547,6951947,LYS002171878,2
44548,6951950,LYS002171878,2
44549,6951951,ironbodyguardp,1
44550,6951952,thoatkiepfa1p,1
44551,6951953,LYS002171878,1
44552,6951961,DP23_Anvap,1
44553,6951961,KingsmanTheSecretServicep,1
44554,6951961,LYS002171878,5
44555,6951961,LYS003482908,2
44556,6951961,LYS005334085,3
44557,6951961,LYS013063595,1
44558,6951961,LYS013340388,1
44559,6951962,flyingdaggerthep,1
44560,6951965,aikidop,1
44561,6951965,cocobeachresortp,1
44562,6951965,giadinhsongcamua1tap14p,1
44563,6951965,giaphaitratap1p,1
44564,6951965,giaphaitratap35p,1
44565,6951965,hocduongnoiloanss1_1p,1
44566,6951965,lamdepso10_lep,1
44567,6951965,lamdepvoihatchiap,1
44568,6951965,nhungngarevaodoitap31p,1
44569,6951965,sacmaukhonggian40p,1
44570,6951965,sieusaotainangnhi1_2p,1
44571,6951965,xuongkhopp,1
44572,6951970,KingsmanTheSecretServicep,1
44573,6951971,LYS011932149,1
44574,6951973,LYS002171878,2
44575,6951973,LYS002171883,5
44576,6951973,LYS005294306,6
44577,6951973,thorp,4
44578,6951974,LYS011762739,2
44579,6951974,LYS011905342,2
44580,6951974,faptvcomnguoitap121p,1
44581,6951974,tap130caiketcuathathinhp,1
44582,6951974,tap132chuyennghedienp,1
44583,6951977,LYS003683324,1
44584,6951980,LYS002171878,1
44585,6951982,LYS002171878,5
44586,6951982,ironmanp,1
44587,6951993,LYS011921510,2
44588,6951994,patriotgames_trochoiaiquocp,1
44589,6951997,LYS002171878,2
44590,6951997,LYS005294306,1
44591,6952004,LYS002171878,2
44592,6952004,sliver_latcatp,1
44593,6952004,whatsonso4p,1
44594,6952005,howtopickgirlsupp,1
44595,6952010,LYS003482908,1
44596,6952011,LYS002171878,2
44597,6952018,SuQuyenRuChetNguoi1p,2
44598,6952018,ihavealover1p,1
44599,6952020,LYS013938390,1
44600,6952020,LYS013938394,2
44601,6952020,LYS013938418,1
44602,6952020,changtraicuaem_tap3_4kp,1
44603,6952033,LYS002171878,1
44604,6952037,LYS002161371,1
44605,6952038,LYS002161371,2
44606,6952038,LYS002171878,2
44607,6952038,LYS003482908,1
44608,6952038,LYS005228795,2
44609,6952038,LYS005334085,1
44610,6952038,ThoiDaiHoangKimP3_1p,1
44611,6952038,fivevenomsthep,1
44612,6952038,giadinhsongcamua1tap14p,1
44613,6952038,heroesshednotearsp,1
44614,6952038,houseoftrapsp,1
44615,6952038,ironbodyguardp,1
44616,6952038,kidwiththegoldenarmthep,1
44617,6952038,killerconstablep,1
44618,6952038,matnangoisaomua1tap16p,1
44619,6952038,matnangoisaomua1tap1p,1
44620,6952038,mechongchangdautap1_1p,1
44621,6952038,mechongchangdautap2p,1
44622,6952038,mechongchangdautap3p,1
44623,6952039,LYS002171878,4
44624,6952041,holyflameofthemartialworldp,2
44625,6952042,thanquangninhchuanbichovleaguep,1
44626,6952043,LYS002161371,1
44627,6952045,LYS008644232,4
44628,6952046,LYS002171878,1
44629,6952046,PhieuLuuCungCoMayThoiGian2p,2
44630,6952046,PhieuLuuCungCoMayThoiGian9p,1
44631,6952046,mininijas10p,2
44632,6952046,motmatmuoingo_2p,1
44633,6952046,thespongebobsquarepantsmoviep,1
44634,6952046,thienduongamthucmua1tap1p,1
44635,6952046,xacachp,1
44636,6952054,LYS005228795,1
44637,6952055,LYS005228795,1
44638,6952062,LYS013572737,1
44639,6952064,boffestival21p,1
44640,6952079,LYS002171878,4
44641,6952079,LYS005294306,2
44642,6952079,thequeenofthesouth1p,1
44643,6952081,Chao2017p,1
44644,6952082,LYS005228795,2
44645,6952082,LYS005271648,1
44646,6952083,LYS002161371,1
44647,6952083,LYS012168269,1
44648,6952083,LYS012406498,1
44649,6952083,gapdungdoithup,1
44650,6952083,pokemongoparkour4kp,1
44651,6952083,tap152thientaibathaop,1
44652,6952083,thachthucdanhhaimua2tap12p,2
44653,6952083,thachthucdanhhaimua2tap3p,1
44654,6952083,thachthucdanhhaimua3tap13p,1
44655,6952083,thachthucdanhhaimua3tap16gala2p,1
44656,6952083,thachthucdanhhaimua3tap17gala3p,1
44657,6952083,thachthucdanhhaimua3tap3p,1
44658,6952089,aovongtap5p,1
44659,6952089,dontlookbackthelegendofopheus1p,2
44660,6952089,hellostrangerp,1
44661,6952089,theinnocentman10p,1
44662,6952089,theinnocentman1p,2
44663,6952090,bankrobbersp,1
44664,6952090,gapdungdoithup,1
44665,6952090,nhaycungbibionggianoelp,1
44666,6952090,whatsonso4p,2
44667,6952091,10incredible4kp,1
44668,6952091,LYS002171883,1
44669,6952091,LYS012671346,1
44670,6952091,LYS012672786,1
44671,6952091,bietthupenseetap25p,1
44672,6952091,wheninromep,1
44673,6952094,LYS005271648,1
44674,6952094,chetvigameshowp,1
44675,6952094,cungsaokhampha_1p,2
44676,6952094,cungsaokhamphaso3p,2
44677,6952094,danongsau5pm40p,1
44678,6952094,deathwarrantp,1
44679,6952094,flyingguillotinethep,1
44680,6952094,mechongchangdautap2p,1
44681,6952094,nguyenvietrotp,1
44682,6952094,resistance_khangcup,1
44683,6952094,sacmaukhonggianso14p,1
44684,6952094,themadmonkp,1
44685,6952094,thoatkiepfa1p,1
44686,6952094,thoatkiepfa2p,1
44687,6952094,timthaygiaie_1p,1
44688,6952095,LYS005271648,1
44689,6952095,giadinhsongcamua1tap14p,1
44690,6952095,tap139ngoinhauocmop,1
44691,6952098,boffestival21p,2
44692,6952101,LYS003482908,6
44693,6952101,LYS005228795,3
44694,6952101,buidoanquanghuyp,1
44695,6952102,LYS002171878,2
44696,6952102,LYS005334085,3
44697,6952102,holyflameofthemartialworldp,3
44698,6952103,bigbossp,3
44699,6952103,haveswordwilltravelp,1
44700,6952103,iris1p,1
44701,6952103,mrscop1p,1
44702,6952103,thedeadlyduop,1
44703,6952104,DP23_Anvap,1
44704,6952105,LYS002171878,2
44705,6952110,LYS002161371,1
44706,6952110,LYS002171878,1
44707,6952110,LYS005294306,1
44708,6952111,LYS003482908,2
44709,6952113,thachthucdanhhaimua3tap17gala3p,1
44710,6952120,KingsmanTheSecretServicep,1
44711,6952120,LYS013174137,1
44712,6952120,bloodbrothersp,1
44713,6952120,goldenswallowp,1
44714,6952120,killerconstablep,1
44715,6952120,legendaryweaponsofchinap,1
44716,6952120,theladyhermitp,2
44717,6952120,thelandofmanyperfumesp,1
44718,6952122,giadinhsongcamua1tap14p,1
44719,6952125,ThoiDaiHoangKimP4_1p,1
44720,6952126,LYS014058269,2
44721,6952126,LYS014142593,2
44722,6952144,LYS003482908,1
44723,6952144,LYS005228795,1
44724,6952144,PhieuLuuCungCoMayThoiGian12p,1
44725,6952145,BoBaTinhNghich7p,1
44726,6952145,KingsmanTheSecretServicep,1
44727,6952145,TamCaSieuDang1p,1
44728,6952145,ThoiDaiHoangKimP4_1p,1
44729,6952145,chiecdenongsaop,1
44730,6952145,chuchuotnhatp,1
44731,6952145,chuvoiconobandonp,2
44732,6952145,chuvoiconp,1
44733,6952145,conheodatp,1
44734,6952145,danongsau5pm28p,1
44735,6952145,danongsau5pm2p,1
44736,6952145,lamdepso1p,1
44737,6952145,lucasemily1p,1
44738,6952145,lucasemily6p,1
44739,6952145,lucasemily7p,1
44740,6952145,nhungchuchocuuho44p,2
44741,6952145,nhungchuchocuuho46p,3
44742,6952145,nhungchuchocuuho5p,2
44743,6952145,ponybenho6tap1p,1
44744,6952145,ponybenho6tap4p,1
44745,6952145,thanxedaichientap25p,5
44746,6952145,thanxedaichientap9p,1
44747,6952145,top50phunuquyenlucnhatvietnamp,1
44748,6952170,LYS002161371,2
44749,6952170,LYS002171878,1
44750,6952170,LYS002171883,1
44751,6952170,LYS005294306,3
44752,6952170,kungfuinstructorthep,1
44753,6952170,legendaryweaponsofchinap,1
44754,6952170,tinvittrongkychuyennhuongp,1
44755,6952178,aweekofromance1p,2
44756,6952178,hotface29p,1
44757,6952178,ladyassassinthep,1
44758,6952178,mechongchangdautap5p,1
44759,6952178,ngoisaoleloiphandinhtungp,1
44760,6952178,wildromance1p,2
44761,6952198,DP23_Anvap,1
44762,6952221,DP23_Anvap,1
44763,6952282,nguyenminhdiemp,1
44764,6952282,tapchidoituyenvidaihungary1950_2_lep,1
44765,6952282,tapchidoituyenvidaiphap1998_1_lep,1
44766,6952284,fanhammocuongnhietp,1
44767,6952290,LYS005228795,1
44768,6952290,LYS012265013,1
44769,6952290,LYS012265876,1
44770,6952290,faptvcomnguoitap128p,1
44771,6952290,thachthucdanhhaimua3tap17gala3p,1
44772,6952299,LYS005228795,1
44773,6952299,migotap119p,1
44774,6952299,sheoutofmyleaguep,4
44775,6952315,LYS002161371,5
44776,6952315,LYS002171883,2
44777,6952315,LYS003482908,2
44778,6952315,LYS003582539,1
44779,6952315,LYS003683324,1
44780,6952315,LYS005228795,6
44781,6952315,LYS008644232,2
44782,6952315,LYS011848459,1
44783,6952315,LYS011850085,1
44784,6952315,LYS011972780,1
44785,6952315,LYS012054343,1
44786,6952315,LYS012070533,1
44787,6952315,LYS013495451,1
44788,6952315,LYS013938394,1
44789,6952315,Selldon44p,1
44790,6952315,ThoiDaiHoangKimP4_1p,1
44791,6952315,boffestival21p,1
44792,6952315,gioithieuonfuturep,1
44793,6952315,goodmorningfcvsvanxuanfc_1p,4
44794,6952315,houseoftrapsp,1
44795,6952315,thucdondinhso15p,1
44796,6952315,xucxacluclacchaothegioip,1
44797,6952329,DP24_Nhungbonghongphiasaucactayvotp,1
44798,6952329,LYS003482908,2
44799,6952329,LYS005228795,1
44800,6952329,ThoiDaiHoangKimP3_1p,2
44801,6952329,rastamouse24p,1
44802,6952339,LYS012296099,4
44803,6952348,martialclubp,1
44804,6952357,phantichloichoicuaramosvashbdanangp,1
44805,6952372,dmcday7p,1
44806,6952372,phantichtrandaugiuahaglflcthanhhoap,1
44807,6952373,LYS003482908,1
44808,6952373,hongkongplayboysp,1
44809,6952373,houseoftrapsp,1
44810,6952373,nguyenhongsonp,1
44811,6952373,sliver_latcatp,2
44812,6952377,runningmanthe_chaytrontuthanp,1
44813,6952379,planetoftheapesp,1
44814,6952395,LYS002161371,2
44815,6952395,LYS003482908,2
44816,6952406,KingsmanTheSecretServicep,1
44817,6952406,LYS003683324,2
44818,6952406,LYS008644232,1
44819,6952406,aakharidealp,1
44820,6952406,danongsau5pm37p,2
44821,6952406,danongsau5pm39p,1
44822,6952406,holyflameofthemartialworldp,2
44823,6952406,nhungchuchocuuho47p,1
44824,6952406,thatbaicuaflcTHtaivong1718vleaguep,1
44825,6952406,thequeenofthesouth1p,2
44826,6952429,LYS013563914,1
44827,6952429,invincibleshaolinp,1
44828,6952530,6flingdragons1p,2
44829,6952530,heroesoftheeastp,2
44830,6952530,holyflameofthemartialworldp,2
44831,6952530,ngontrucdaotruongtamp,1
44832,6952530,thequeenofthesouth1p,2
44833,6952530,tinhchatintinp,1
44834,6952533,LYS008644232,1
44835,6952534,goldenswallowp,1
44836,6952534,holyflameofthemartialworldp,1
44837,6952537,DP23_Anvap,1
44838,6952537,haveswordwilltravelp,1
44839,6952537,nhogapnganlannguyenphihungp,1
44840,6952537,runningmanthe_chaytrontuthanp,1
44841,6952537,theunsoundp,2
44842,6952568,LYS011950805,3
44843,6952594,LYS002161371,4
44844,6952594,LYS013619153,1
44845,6952594,LYS013881535,1
44846,6952594,LYS013881607,1
44847,6952594,LYS014067433,1
44848,6952594,LYS014067537,1
44849,6952594,LYS014095805,1
44850,6952594,LYS014347538,1
44851,6952594,LYS014347842,1
44852,6952609,360crossoverp,1
44853,6952609,LYS002161371,1
44854,6952609,iris1p,1
44855,6952609,sancochunhatso6p,1
44856,6952609,survivingchristmasp,1
44857,6952609,taken3p,2
44858,6952609,vongvayhoahongtap33p,1
44859,6952610,6flingdragons1p,1
44860,6952610,LYS012285656,2
44861,6952610,ThoiDaiHoangKimP3_1p,1
44862,6952610,heroesshednotearsp,1
44863,6952610,meanmachinep,1
44864,6952610,xucxacluclactrauladap,1
44865,6952635,DP24_Nhungbonghongphiasaucactayvotp,1
44866,6952645,drdimensionpants1p,1
44867,6952645,qpootle51p,1
44868,6952651,LYS005228795,1
44869,6952651,huyenthoaitimtap1p,1
44870,6952651,kungfuinstructorthep,1
44871,6952653,LYS002171878,4
44872,6952653,NhungDuaTreTinhNghich38p,1
44873,6952653,Selldon37p,1
44874,6952653,buongianbanlanp,1
44875,6952653,mininijas19p,1
44876,6952653,sliver_latcatp,1
44877,6952653,tap154songlaphainenp,1
44878,6952653,thepaperboyp,1
44879,6952653,timthaygiaie_1p,1
44880,6952653,tropicthunderp,1
44881,6952658,DP24_Nhungbonghongphiasaucactayvotp,1
44882,6952658,Mongloiyeup,2
44883,6952658,SuQuyenRuChetNguoi1p,16
44884,6952660,LYS005228795,1
44885,6952660,heavenswordanddragonsabre2p,1
44886,6952662,LYS002161371,1
44887,6952662,LYS002171878,5
44888,6952662,LYS002171883,3
44889,6952662,locthidaop,1
44890,6952662,runningmanthe_chaytrontuthanp,1
44891,6952667,DP23_Anvap,1
44892,6952667,holyflameofthemartialworldp,2
44893,6952671,sieusaotainangnhi1_2p,1
44894,6952675,fanhammocuongnhietp,1
44895,6952675,hoanganhgialaichuanbichovleaguep,1
44896,6952686,6flingdragons1p,1
44897,6952686,LYS012049518,1
44898,6952686,hearditthroughthegrapevine1p,1
44899,6952686,mininijas17p,1
44900,6952692,houseoftrapsp,1
44901,6952695,matnangoisaomua1tap2p,1
44902,6952697,LYS013193950,1
44903,6952697,LYS013783624,1
44904,6952697,LYS013810873,1
44905,6952697,LYS013816380,1
44906,6952697,LYS014219734,1
44907,6952697,LYS014230357,1
44908,6952697,LYS014253340,1
44909,6952697,LYS014285993,1
44910,6952697,Selldon67p,2
44911,6952697,TamCaSieuDang23p,1
44912,6952697,gioithieuonfuturep,1
44913,6952697,selenagomezcongkhaitinhyeup,1
44914,6952697,toamgioluatap35p,1
44915,6952697,vaobepcungbetap9p,1
44916,6952698,taken3p,1
44917,6952698,untouchablesthe_khongthemuachuocp,1
44918,6952704,fanhammocuongnhietp,1
44919,6952704,holyflameofthemartialworldp,2
44920,6952705,nhungkieufanphimhanhdongp,1
44921,6952708,DP22_CactranchungketChampionsLeaguep,1
44922,6952708,DP23_Anvap,1
44923,6952708,lebiodaatwp,1
44924,6952709,doidoitap37p,3
44925,6952711-TV1,anhdaquenvoicodon4km,1
44926,6952711-TV1,baliindonesia4km,3
44927,6952711-TV1,coemcho4km,1
44928,6952711-TV1,despacitopiano4km,1
44929,6952711-TV1,hawaii4km,1
44930,6952711-TV1,itaintmelindsey4km,1
44931,6952711-TV1,justiceleaguetrailer34km,1
44932,6952711-TV1,mashupvpopusuk4km,1
44933,6952711-TV1,oriwillwisps4km,1
44934,6952711-TV1,radioactivelake4km,1
44935,6952711-TV1,shapeofyoucover4km,2
44936,6952711-TV1,wtac4km,1
44937,6952728,fanhammocuongnhietp,1
44938,6952744,frightnightp,1
44939,6952750,aeonfluxp,1
44940,6952750,aprilfoolsdayp,1
44941,6952750,armageddonp,1
44942,6952750,childsplay3p,3
44943,6952750,ironmanp,1
44944,6952750,mykingdomp,1
44945,6952750,petsematarytwop,1
44946,6952750,phobia2p,1
44947,6952750,themonkeygoeswestp,1
44948,6952768,heroesshednotearsp,1
44949,6952769,DP23_Anvap,1
44950,6952769,armageddonp,1
44951,6952769,ladder49p,1
44952,6952769,theemperorandtheministerp,1
44953,6952769,thelxdsecretsoftherap,1
44954,6952769,thespiderwickchroniclesp,1
44955,6952770,DP24_Nhungbonghongphiasaucactayvotp,1
44956,6952770,bloodbrothersp,1
44957,6952770,giadinhsongcamua1tap1p,1
44958,6952770,giaithuonglonp,1
44959,6952772,thespongebobsquarepantsmoviep,1
44960,6952780,LYS013163163,1
44961,6952780,LYS013193950,1
44962,6952780,LYS013207504,1
44963,6952783,LYS008644232,1
44964,6952783,LYS012486744,1
44965,6952783,LYS012671614,1
44966,6952783,LYS012671698,1
44967,6952783,LYS013727765,1
44968,6952783,sieusaotainangnhi1_2p,2
44969,6952783,sieusaotainangnhi3p,1
44970,6952783,tapchidanhthucristianoronaldo_lep,1
44971,6952787,LYS005294306,1
44972,6952787,gioithieuonfuturep,1
44973,6952787,nhungbachusexyp,2
44974,6952787,taken3p,1
44975,6952797,LYS003482908,3
44976,6952797,xucxacluclacmuaandop,1
44977,6952813,DP23_Anvap,1
44978,6952816,DP23_Anvap,1
44979,6952816,LYS002161371,1
44980,6952816,LYS002171878,3
44981,6952816,ironbodyguardp,1
44982,6952816,thegooddinosaurp,1
44983,6952820,heavenswordanddragonsabre2p,1
44984,6952820,heroesshednotearsp,1
44985,6952820,holyflameofthemartialworldp,1
44986,6952820,houseoftrapsp,1
44987,6952820,invincibleshaolinp,1
44988,6952820,ironbodyguardp,1
44989,6952820,themonstersquadp,2
44990,6952827,SuQuyenRuChetNguoi1p,1
44991,6952827,celebritieslivinginmyhouse21p,1
44992,6952827,feathersofpassionp,1
44993,6952827,ladychatterleysloverp,1
44994,6952827,maybeitlovep,1
44995,6952827,ngaylelaodongp,2
44996,6952827,runawaybridep,1
44997,6952827,thelastsongp,1
44998,6952827,thesessionsp,1
44999,6952831,LYS005228795,1
45000,6952831,sliver_latcatp,1
45001,6952831,thanquangninhchuanbichovleaguep,2
45002,6952831,xucxacluclacchaothegioip,1
45003,6952838,dancecampp,1
45004,6952838,taken3p,5
45005,6952852,LYS003482908,1
45006,6952852,LYS003683324,1
45007,6952852,LYS008644232,5
45008,6952854,LYS002161371,1
45009,6952861,LYS014476760,1
45010,6952861,LYS014476824,1
45011,6952865,LYS011784537,2
45012,6952866,boffestival21p,5
45013,6952866,celebritieslivinginmyhouse21p,1
45014,6952867,LYS002161371,2
45015,6952867,LYS003482908,2
45016,6952867,LYS005228795,1
45017,6952870,danongsau5pm38p,1
45018,6952870,hotgirlcafe34p,1
45019,6952892,DP23_Anvap,1
45020,6952892,DP24_Nhungbonghongphiasaucactayvotp,1
45021,6952892,LYS002161371,1
45022,6952892,LYS002171878,1
45023,6952892,LYS008644232,2
45024,6952892,batmap,1
45025,6952904,giadinhsongcamua1tap1p,3
45026,6952909,LYS003683324,1
45027,6952909,howtopickgirlsupp,1
45028,6952909,mininijas3p,1
45029,6952913,LYS005228795,1
45030,6952913,hamlet2p,1
45031,6952913,rastamouse24p,1
45032,6952930,LYS002171883,1
45033,6952930,LYS005294306,1
45034,6952934,sieusaotainangnhi20_lep,1
45035,6952934,sieusaotainangnhi21_lep,2
45036,6952938,BietDoiToanHocP210p,1
45037,6952938,heroesshednotearsp,2
45038,6952971,LYS002161371,5
45039,6952971,LYS002171878,15
45040,6952971,LYS002171883,5
45041,6952971,LYS005228795,2
45042,6952971,Selldon54p,1
45043,6952971,Selldon60p,1
45044,6952971,chichilandtap16p,1
45045,6952971,thorp,2
45046,6952971,vuidentruong_1p,2
45047,6952971,xucxacluclacchaothegioip,1
45048,6953002,boffestival21p,1
45049,6953019,mrscop1p,1
45050,6953033,Selldon43p,1
45051,6953063,DP23_Anvap,1
45052,6953063,LYS003482908,1
45053,6953063,tapchiderbygalatasarayvsfenerbahcep,1
45054,6953068,LYS002161371,1
45055,6953068,LYS002171878,1
45056,6953068,resistance_khangcup,1
45057,6953068,sliver_latcatp,3
45058,6953069,DP24_Nhungbonghongphiasaucactayvotp,1
45059,6953069,LYS012700769,2
45060,6953069,LYS013063799,1
45061,6953069,LYS013766693,1
45062,6953069,LYS013901884,1
45063,6953099,tapchidanhthucristianoronaldop,1
45064,6953122,6flingdragons1p,1
45065,6953133,NoiGiacMoBayCao26p,1
45066,6953133,PhieuLuuCungCoMayThoiGian13p,1
45067,6953133,thespongebobsquarepantsmoviep,1
45068,6953145,nhaycungbibitonghopbaihathayp,1
45069,6953145,umcbcuunguoiduoinuocp,1
45070,6953158,DP23_Anvap,1
45071,6953158,LYS003482908,1
45072,6953158,LYS012182886,2
45073,6953158,LYS012183366,1
45074,6953158,LYS012326001,1
45075,6953158,giaithuonglonp,1
45076,6953161,ladder49p,1
45077,6953169,LYS005228795,1
45078,6953169,thespongebobsquarepantsmoviep,2
45079,6953268,LYS003482908,1
45080,6953270,hotgirlcafe34p,1
45081,6953274,saimytamp,1
45082,6953274,youcamefromthestars1p,1
45083,6953284,LYS012539198,2
45084,6953284,LYS012541484,1
45085,6953284,LYS012545296,1
45086,6953284,LYS012545308,1
45087,6953357-TV1,LYS005068315,1
45088,6953357-TV1,LYS012527348,1
45089,6953357-TV1,LYS012947951,1
45090,6953357-TV1,Selldon6m,1
45091,6953357-TV1,captainamericathefirstavengerm,1
45092,6953357-TV1,incredibledogchallenge4km,1
45093,6953357-TV1,killerconstablem,1
45094,6953357-TV1,maasaimara4km,1
45095,6953357-TV1,mininijas25m,1
45096,6953357-TV1,monkeytemple4km,1
45097,6953357-TV1,streetfoodhanoi4km,2
45098,6953357-TV1,umcbcuunguoiduoinuocm,1
45099,6953364,LYS003482908,23
45100,6953364,LYS005228795,13
45101,6953364,LYS005271648,1
45102,6953364,LYS005334085,2
45103,6953364,doctorstranger1p,1
45104,6953364,eclipsep,1
45105,6953364,houseoftrapsp,1
45106,6953364,htatwp,1
45107,6953364,mininijas18p,1
45108,6953364,theducdungcuvoidayp,1
45109,6953371,untouchablesthe_khongthemuachuocp,1
45110,6953376,LYS002161371,10
45111,6953376,LYS002171878,18
45112,6953376,LYS002171883,1
45113,6953376,LYS003482908,3
45114,6953376,LYS005228795,3
45115,6953376,LYS005334085,4
45116,6953376,LYS011849913,2
45117,6953376,LYS012018927,1
45118,6953376,LYS012070397,1
45119,6953376,LYS012671398,1
45120,6953376,LYS012671794,5
45121,6953376,LYS012847173,1
45122,6953376,LYS013642078,1
45123,6953376,TCdvliverpoolvsmanchesterunitedp,1
45124,6953376,sancochunhatso3p,1
45125,6953376,tapchiclbvidaichelsea_1p,1
45126,6953376,tapchidanhthuandresiniesta_lep,1
45127,6953376,tapchidanhthuandresiniestap,3
45128,6953376,tapchidanhthucristianoronaldo_lep,2
45129,6953376,tapchidanhthucristianoronaldop,1
45130,6953376,tapchidanhthulionelmessip,3
45131,6953376,tapchiderbyrealmadridvsbarcelona_lep,2
45132,6953376,tapchiderbyschalke04vsdortmundp,1
45133,6953376,tapchiderbyuruguayvsargentinap,1
45134,6953383,DP24_Nhungbonghongphiasaucactayvotp,1
45135,6953383,LYS003582539,1
45136,6953383,LYS012184587,1
45137,6953383,LYS012454450,1
45138,6953383,LYS013504285,1
45139,6953383,LYS013581397,1
45140,6953383,aovongtap9p,1
45141,6953383,baotonlangnghemayaodaitrachxap,1
45142,6953383,casibichphuongp,1
45143,6953383,giaithuonglonp,1
45144,6953383,hoanganhgialaichuanbichovleaguep,1
45145,6953383,hongkongplayboysp,1
45146,6953383,mechongchangdautap10p,1
45147,6953383,mechongchangdautap3p,2
45148,6953383,motmatmuoingo_2p,1
45149,6953383,muabuonkyniemquachthanhdanhp,1
45150,6953383,nhungnuhonrucrop,1
45151,6953383,overtimeso8p,1
45152,6953383,phamnhuthuanp,1
45153,6953383,phantichtrandaugiuavietnamafghanistanp,1
45154,6953383,spiritstallionofthecimarronp,1
45155,6953383,thequeenofthesouth1p,1
45156,6953383,thorp,1
45157,6953383,topsecret_nhiemvutoimatp,1
45158,6953383,vietnamquagocnhincuanguoinuocngoaip,1
45159,6953383,wildromance1p,1
45160,6953383,youagainp,1
45161,6953387,casitoctienp,1
45162,6953401,Selldon43p,2
45163,6953401,mininijas12p,2
45164,6953411,LYS008644232,2
45165,6953411,giadinhsongcamua1tap11p,1
45166,6953444,LYS005228795,1
45167,6953444,hoanganhgialaichuanbichovleaguep,1
45168,6953449,taken3p,1
45169,6953468,LYS005271648,1
45170,6953468,LYS013326345,1
45171,6953468,boardinghouse24th1p,1
45172,6953468,danongsau5pm39p,1
45173,6953468,hotface27p,1
45174,6953468,howtopickgirlsupp,1
45175,6953468,toamgioluatap34p,1
45176,6953478,phantichthatbaicuau22taiseagames29p,1
45177,6953489,LYS003482908,1
45178,6953489,planetoftheapesp,1
45179,6953489,untouchablesthe_khongthemuachuocp,1
45180,6953494,LYS008644232,1
45181,6953494,thanquangninhchuanbichovleaguep,1
45182,6953496,DP23_Anvap,2
45183,6953496,DP24_Nhungbonghongphiasaucactayvotp,2
45184,6953496,LYS005228795,1
45185,6953496,LYS011905318,1
45186,6953496,Mongloiyeup,1
45187,6953496,thisisfootball4kp,1
45188,6953502,LYS002161371,1
45189,6953502,LYS002171878,1
45190,6953502,LYS005294306,2
45191,6953502,LYS005334085,1
45192,6953502,ThoiDaiHoangKimP3_1p,1
45193,6953502,ibradathaydoimanutdnhuthenaop,1
45194,6953514,LYS002171878,1
45195,6953514,LYS003683324,1
45196,6953530,vdvkhuyettatnguyenvanchungp,1
45197,6953543,capturetheflagp,3
45198,6953543,eclipsep,1
45199,6953543,houseoftrapsp,1
